S.No,Date,(Node 01) Battery Voltage ,(Node 01) Soil EC,(Node 01) Soil Moisture ,(Node 01) Soil Temperature ,(Node 01) Solar Voltage ,(Node 02) Battery Voltage ,(Node 02) Soil EC,(Node 02) Soil Moisture ,(Node 02) Soil Temperature ,(Node 02) Solar Voltage ,(Node 03) Battery Voltage ,(Node 03) Soil EC,(Node 03) Soil Moisture ,(Node 03) Soil Temperature ,(Node 03) Solar Voltage ,(Node 04) Battery Voltage ,(Node 04) Soil EC,(Node 04) Soil Moisture ,(Node 04) Soil Temperature ,(Node 04) Solar Voltage 
6136,12/18/2022- 10:53:15 PM,,,,,,4.17,98.88,20.51,22.84,0.1,,,,,,,,,,
6137,12/18/2022- 11:03:52 PM,,,,,,4.17,97.66,20.14,22.99,0.09,,,,,,,,,,
6138,12/18/2022- 11:15:16 PM,,,,,,4.17,98.88,20.14,23.11,0.1,,,,,,,,,,
6139,12/18/2022- 11:26:41 PM,,,,,,4.17,102.54,20.39,22.93,0.1,,,,,,,,,,
6140,12/18/2022- 11:38:20 PM,,,,,,4.16,95.21,20.17,22.99,0.1,,,,,,,,,,
6141,12/18/2022- 11:48:42 PM,,,,,,4.16,101.32,20.43,23.05,0.1,,,,,,,,,,
6142,12/19/2022- 12:00:06 AM,,,,,,4.16,102.54,20.51,22.87,0.1,,,,,,,,,,
6143,12/19/2022- 12:11:44 AM,,,,,,4.16,91.55,20.41,23.13,0.1,,,,,,,,,,
6144,12/19/2022- 12:23:09 AM,,,,,,4.16,106.2,20.26,22.7,0.1,,,,,,,,,,
6145,12/19/2022- 12:33:44 AM,,,,,,4.16,100.1,20.24,22.9,0.1,,,,,,,,,,
6146,12/19/2022- 12:45:09 AM,,,,,,4.16,96.44,20.14,22.9,0.1,,,,,,,,,,
6147,12/19/2022- 12:56:34 AM,,,,,,4.16,103.76,20.24,22.99,0.1,,,,,,,,,,
6148,12/19/2022- 1:08:13 AM,,,,,,4.16,107.42,20.26,22.93,0.1,,,,,,,,,,
6149,12/19/2022- 1:19:37 AM,,,,,,4.16,104.98,20.17,22.84,0.1,,,,,,,,,,
6150,12/19/2022- 1:29:59 AM,,,,,,4.16,,20.43,,0.1,,,,,,,,,,
6151,12/19/2022- 1:41:37 AM,,,,,,4.15,100.1,20.26,22.58,0.1,,,,,,,,,,
6152,12/19/2022- 1:53:02 AM,,,,,,4.15,108.64,20.02,22.81,0.1,,,,,,,,,,
6153,12/19/2022- 2:04:42 AM,,,,,,4.15,96.44,20.34,22.9,0.1,,,,,,,,,,
6154,12/19/2022- 2:15:05 AM,,,,,,4.15,98.88,20.31,22.84,0.1,,,,,,,,,,
6155,12/19/2022- 2:26:29 AM,,,,,,4.15,101.32,20.17,22.93,0.1,,,,,,,,,,
6156,12/19/2022- 2:38:08 AM,,,,,,4.15,96.44,20.34,22.81,0.1,,,,,,,,,,
6157,12/19/2022- 2:49:39 AM,,,,,,4.15,,20.41,,0.1,,,,,,,,,,
6158,12/19/2022- 3:00:01 AM,,,,,,4.15,,20.36,,0.1,,,,,,,,,,
6159,12/19/2022- 3:34:41 AM,,,,,,4.15,104.98,20.24,22.78,0.1,,,,,,,,,,
6160,12/19/2022- 3:45:03 AM,,,,,,4.15,,20.46,,0.11,,,,,,,,,,
6161,12/19/2022- 3:56:27 AM,,,,,,4.14,104.98,20.14,22.52,0.1,,,,,,,,,,
6162,12/19/2022- 4:08:05 AM,,,,,,4.14,97.66,20.26,22.64,0.11,,,,,,,,,,
6163,12/19/2022- 4:19:32 AM,,,,,,4.14,100.1,20.26,22.55,0.1,,,,,,,,,,
6164,12/19/2022- 4:30:57 AM,,,,,,4.14,102.54,20.31,22.67,0.1,,,,,,,,,,
6165,12/19/2022- 4:41:33 AM,,,,,,4.14,103.76,20.29,22.61,0.1,,,,,,,,,,
6166,12/19/2022- 4:52:57 AM,,,,,,4.14,96.44,20.34,22.58,0.1,,,,,,,,,,
6167,12/19/2022- 5:04:35 AM,,,,,,4.14,100.1,20.24,22.7,0.1,,,,,,,,,,
6168,12/19/2022- 5:15:59 AM,,,,,,4.15,102.54,20.36,22.52,0.1,,,,,,,,,,
6169,12/19/2022- 5:26:22 AM,,,,,,4.14,106.2,20.34,22.55,0.11,,,,,,,,,,
6170,12/19/2022- 5:38:00 AM,,,,,,4.14,98.88,20.31,22.52,0.05,,,,,,,,,,
6171,12/19/2022- 5:49:25 AM,,,,,,4.14,104.98,20.07,22.4,0.08,,,,,,,,,,
6172,12/19/2022- 6:00:50 AM,,,,,,4.14,101.32,20.09,22.43,0.31,,,,,,,,,,
6173,12/19/2022- 6:11:26 AM,,,,,,4.14,98.88,20.29,22.55,2.24,,,,,,,,,,
6174,12/19/2022- 6:22:50 AM,,,,,,4.14,109.86,20.24,22.23,3.75,,,,,,,,,,
6175,12/19/2022- 6:34:16 AM,,,,,,4.14,101.32,20.31,22.49,4.01,,,,,,,,,,
6176,12/19/2022- 6:45:53 AM,,,,,,4.14,98.88,20.12,22.55,4.04,,,,,,,,,,
6177,12/19/2022- 6:57:18 AM,,,,,,4.14,101.32,20.34,22.37,4.06,,,,,,,,,,
6178,12/19/2022- 7:07:54 AM,,,,,,4.14,97.66,20.29,22.46,4.08,,,,,,,,,,
6179,12/19/2022- 7:19:19 AM,,,,,,4.15,102.54,20.09,22.43,4.14,,,,,,,,,,
6180,12/19/2022- 7:52:44 AM,,,,,,4.19,104.98,20.31,22.02,4.33,,,,,,,185.55,,20.85,
6181,12/19/2022- 8:15:47 AM,,,,,,4.24,104.98,20.07,22.05,4.63,,,,,,4.16,191.65,25.29,20.88,4.31
6182,12/19/2022- 8:27:12 AM,,,,,,4.23,101.32,19.97,21.99,4.4,,,,,,4.19,184.33,25.12,20.91,4.24
6183,12/19/2022- 8:38:51 AM,,,,,,4.24,101.32,20.12,21.9,4.54,,,,,,4.2,194.09,25,20.62,4.3
6184,12/19/2022- 8:49:13 AM,,,,,,4.24,97.66,20.36,21.76,4.39,,,,,,,,,,
6185,12/19/2022- 9:00:38 AM,,,,,,4.25,100.1,19.85,21.93,4.58,,,,,,,,,,
6186,12/19/2022- 9:12:16 AM,,,,,,4.25,102.54,20.12,22.02,4.52,,,,,,,,,,
6187,12/19/2022- 9:23:41 AM,,,,,,4.26,109.86,20,21.93,4.78,,,,,,,,,,
6188,12/19/2022- 9:35:07 AM,,,,,,4.26,103.76,20.09,21.96,4.99,,,,,,,,,,
6189,12/19/2022- 9:46:48 AM,,,,,,4.26,106.2,19.95,21.96,4.87,,,,,,,,,,
6190,12/19/2022- 9:58:12 AM,,,,,,4.26,97.66,20,21.9,4.44,,,,,,,,,,
6191,12/19/2022- 10:08:50 AM,,,,,,4.26,98.88,19.97,21.93,5,,,,,,,,,,
6192,12/19/2022- 10:20:14 AM,,,,,,4.24,100.1,19.87,21.73,5,,,,,,,,,,
6193,12/19/2022- 10:31:39 AM,,,,,,4.24,95.21,19.87,21.73,5,,,,,,,,,,
6194,12/19/2022- 10:43:17 AM,,,,,,4.26,96.44,19.92,22.05,5,,,,,,,,,,
6195,12/19/2022- 10:54:45 AM,,,,,,4.24,104.98,19.92,21.7,5,,,,,,,,,,
6196,12/19/2022- 11:06:10 AM,,,,,,4.24,96.44,19.8,21.76,5,,,,,,,,,,
6197,12/19/2022- 11:17:47 AM,,,,,,4.24,101.32,19.78,21.67,5,,,,,,,,,,
6198,12/19/2022- 11:28:09 AM,,,,,,4.24,,19.85,,5,,,,,,,,,,
6199,12/19/2022- 11:39:48 AM,,,,,,4.23,100.1,19.8,21.61,5,,,,,,,,,,
6200,12/19/2022- 11:51:13 AM,,,,,,4.24,100.1,19.75,21.64,5,,,,,,,,,,
6201,12/19/2022- 12:02:38 PM,,,,,,4.24,104.98,19.85,21.7,5,,,,,,,,,,
6202,12/19/2022- 12:37:06 PM,,,,,,4.24,141.6,22.78,21.73,5,,,,,,,,,,
6203,12/19/2022- 12:48:44 PM,,,,,,4.25,144.04,23.27,21.87,4.47,,,,,,,,,,
6204,12/19/2022- 1:00:09 PM,,,,,,4.24,148.93,23.36,21.7,5,,,,,,,,,,
6205,12/19/2022- 1:10:45 PM,,,,,,4.24,159.91,23.46,21.7,5,,,,,,,,,,
6206,12/19/2022- 1:22:12 PM,,,,,,4.24,157.47,23.32,21.76,5,,,,,,,,,,
6207,12/19/2022- 1:33:36 PM,,,,,,4.24,158.69,23.46,21.9,5,,,,,,,,,,
6208,12/19/2022- 1:45:15 PM,,,,,,4.25,156.25,23.58,21.9,4.43,,,,,,,,,,
6209,12/19/2022- 1:56:39 PM,,,,,,4.26,159.91,23.36,21.87,4.46,,,,,,,,,,
6210,12/19/2022- 2:08:04 PM,,,,,,4.27,159.91,23.41,22.08,4.41,,,,,,,,,,
6211,12/19/2022- 2:19:41 PM,,,,,,4.27,157.47,23.46,21.85,4.37,,,,,,,,,,
6212,12/19/2022- 2:30:04 PM,,,,,,4.26,,23.39,,4.31,,,,,,,,,,
6213,12/19/2022- 2:53:08 PM,,,,,,4.27,158.69,23.27,22.11,4.37,,,,,,,,,,
6214,12/19/2022- 3:04:32 PM,,,,,,4.27,151.37,23.27,22.23,4.32,,,,,,,,,,
6215,12/19/2022- 3:15:09 PM,,,,,,4.26,152.59,23.46,22.05,4.29,,,,,,,,,,
6216,12/19/2022- 3:26:33 PM,,,,,,4.26,153.81,23.07,22.29,4.26,,,,,,,,,,
6217,12/19/2022- 3:37:58 PM,,,,,,4.26,152.59,23.22,22.7,4.2,,,,,,,,,,
6218,12/19/2022- 3:49:37 PM,,,,,,4.27,151.37,23.19,22.52,4.2,,,,,,,,,,
6219,12/19/2022- 4:01:01 PM,,,,,,4.27,144.04,23.22,22.72,4.19,,,,,,,,,,
6220,12/19/2022- 4:12:40 PM,,,,,,4.26,141.6,23.41,22.61,4.17,,,,,,,,,,
6221,12/19/2022- 4:24:05 PM,,,,,,4.26,152.59,23.29,22.72,4.15,,,,,,,,,,
6222,12/19/2022- 4:35:30 PM,,,,,,4.25,150.15,23.02,22.87,4.1,,,,,,,,,,
6223,12/19/2022- 4:46:05 PM,,,,,,4.24,151.37,22.78,22.72,3.31,,,,,,,,,,
6224,12/19/2022- 4:57:29 PM,,,,,,4.24,150.15,23.22,22.84,0.98,,,,,,,,,,
6225,12/19/2022- 5:20:33 PM,,,,,,4.23,148.93,23.14,22.96,0.08,,,,,,,,,,
6226,12/19/2022- 5:31:57 PM,,,,,,4.22,150.15,23.14,22.75,0.08,,,,,,,,,,
6227,12/19/2022- 5:42:34 PM,,,,,,4.22,144.04,23.17,22.81,0.08,,,,,,,,,,
6228,12/19/2022- 5:53:59 PM,,,,,,4.22,144.04,23.22,22.96,0.08,,,,,,,,,,
6229,12/19/2022- 6:05:24 PM,,,,,,4.21,146.48,23.32,22.72,0.08,,,,,,,,,,
6230,12/19/2022- 6:17:02 PM,,,,,,4.21,150.15,23.14,23.02,0.08,,,,,,,,,,
6231,12/19/2022- 6:28:26 PM,,,,,,4.21,150.15,23,22.84,0.08,,,,,,,,,,
6232,12/19/2022- 6:39:52 PM,,,,,,4.2,142.82,23,22.81,0.08,,,,,,,,,,
6233,12/19/2022- 6:50:29 PM,,,,,,4.2,151.37,23.07,23.02,0.08,,,,,,4.14,192.87,25.02,21.96,0.04
6234,12/19/2022- 7:01:54 PM,,,,,,4.2,144.04,22.95,22.96,0.08,,,,,,4.14,192.87,25.42,22.23,0.04
6235,12/19/2022- 7:13:32 PM,,,,,,4.2,147.71,23.12,22.93,0.08,,,,,,4.14,194.09,25.24,21.96,0.04
6236,12/19/2022- 7:24:57 PM,,,,,,4.2,144.04,23,22.99,0.09,,,,,,4.13,196.53,25.49,22.08,0.04
6237,12/19/2022- 7:35:19 PM,,,,,,4.19,146.48,23.12,23.08,0.08,,,,,,,,,,
6238,12/19/2022- 7:47:01 PM,,,,,,4.19,,22.8,,0.09,,,,,,,,,,
6239,12/19/2022- 7:58:25 PM,,,,,,4.19,144.04,23.07,23.11,0.09,,,,,,,,,,
6240,12/19/2022- 8:09:50 PM,,,,,,4.19,136.72,22.97,22.93,0.09,,,,,,,,,,
6241,12/19/2022- 8:20:26 PM,,,,,,4.19,137.94,23.1,23.02,0.09,,,,,,,,,,
6242,12/19/2022- 8:31:50 PM,,,,,,4.19,145.26,23,22.96,0.09,,,,,,,,,,
6243,12/19/2022- 8:43:15 PM,,,,,,4.18,141.6,22.75,22.99,0.09,,,,,,,,,,
6244,12/19/2022- 8:54:53 PM,,,,,,4.18,151.37,23.02,23.11,0.09,,,,,,,,,,
6245,12/19/2022- 9:06:18 PM,,,,,,4.18,133.06,22.75,23.11,0.09,,,,,,,,,,
6246,12/19/2022- 9:16:54 PM,,,,,,4.18,137.94,22.68,23.13,0.09,,,,,,,,,,
6247,12/19/2022- 9:28:19 PM,,,,,,4.18,146.48,22.68,23.05,0.09,,,,,,,,,,
6248,12/19/2022- 10:02:46 PM,,,,,,4.17,139.16,22.78,23.02,0.09,,,,,,,,,,
6249,12/19/2022- 10:13:08 PM,,,,,,4.17,,22.78,,0.1,,,,,,,,,,
6250,12/19/2022- 10:24:47 PM,,,,,,4.17,136.72,22.88,23.05,0.09,,,,,,,,,,
6251,12/19/2022- 10:36:13 PM,,,,,,4.17,142.82,22.78,22.99,0.09,,,,,,,,,,
6252,12/19/2022- 10:47:50 PM,,,,,,4.17,141.6,22.9,23.08,0.09,,,,,,,,,,
6253,12/19/2022- 10:58:12 PM,,,,,,4.17,142.82,22.68,22.96,0.09,,,,,,,,,,
6254,12/19/2022- 11:09:37 PM,,,,,,4.17,130.62,22.68,23.08,0.1,,,,,,,,,,
6255,12/19/2022- 11:21:15 PM,,,,,,4.17,135.5,22.83,22.81,0.09,,,,,,,,,,
6256,12/19/2022- 11:32:40 PM,,,,,,4.17,136.72,22.66,22.9,0.09,,,,,,,,,,
6257,12/19/2022- 11:44:04 PM,,,,,,4.16,142.82,22.58,22.87,0.09,,,,,,,,,,
6258,12/19/2022- 11:54:40 PM,,,,,,4.16,139.16,22.49,22.87,0.09,,,,,,,,,,
6259,12/20/2022- 12:06:05 AM,,,,,,4.16,139.16,22.66,22.84,0.1,,,,,,,,,,
6260,12/20/2022- 12:17:43 AM,,,,,,4.16,141.6,22.63,22.81,0.1,,,,,,,,,,
6261,12/20/2022- 12:29:08 AM,,,,,,4.16,120.85,22.75,22.81,0.1,,,,,,,,,,
6262,12/20/2022- 12:40:33 AM,,,,,,4.16,135.5,22.85,22.9,0.1,,,,,,,,,,
6263,12/20/2022- 12:51:10 AM,,,,,,4.16,135.5,22.63,22.81,0.09,,,,,,,,,,
6264,12/20/2022- 1:02:36 AM,,,,,,4.16,135.5,22.78,22.81,0.1,,,,,,,,,,
6265,12/20/2022- 1:14:00 AM,,,,,,4.16,140.38,22.63,22.9,0.1,,,,,,,,,,
6266,12/20/2022- 1:24:55 AM,,,,,,4.15,134.28,22.68,22.67,0.1,,,,,,,,,,
6267,12/20/2022- 1:36:26 AM,,,,,,4.15,134.28,22.46,22.78,0.1,,,,,,,,,,
6268,12/20/2022- 1:58:28 AM,,,,,,4.15,136.72,22.85,22.61,0.1,,,,,,,,,,
6269,12/20/2022- 2:09:52 AM,,,,,,4.15,133.06,22.53,22.7,0.1,,,,,,,,,,
6270,12/20/2022- 2:32:55 AM,,,,,,4.15,139.16,22.68,22.58,0.1,,,,,,,,,,
6271,12/20/2022- 2:44:19 AM,,,,,,4.15,135.5,22.36,22.61,0.1,,,,,,,,,,
6272,12/20/2022- 2:54:56 AM,,,,,,4.15,133.06,22.63,22.7,0.1,,,,,,,,,,
6273,12/20/2022- 3:06:20 AM,,,,,,4.15,128.17,22.58,22.55,0.1,,,,,,,,,,
6274,12/20/2022- 3:17:45 AM,,,,,,4.15,137.94,22.41,22.55,0.1,,,,,,,,,,
6275,12/20/2022- 3:28:21 AM,,,,,,4.15,,22.31,,0.1,,,,,,,,,,
6276,12/20/2022- 3:39:45 AM,,,,,,4.15,137.94,22.51,22.58,0.1,,,,,,,,,,
6277,12/20/2022- 3:51:24 AM,,,,,,4.15,136.72,22.61,22.52,0.1,,,,,,,,,,
6278,12/20/2022- 4:02:48 AM,,,,,,4.15,134.28,22.39,22.37,0.1,,,,,,,,,,
6279,12/20/2022- 4:14:13 AM,,,,,,4.14,137.94,22.56,22.49,0.1,,,,,,,,,,
6280,12/20/2022- 4:24:49 AM,,,,,,4.14,137.94,22.49,22.49,0.1,,,,,,,,,,
6281,12/20/2022- 4:36:13 AM,,,,,,4.14,129.39,22.51,22.49,0.1,,,,,,,,,,
6282,12/20/2022- 4:47:38 AM,,,,,,4.14,131.84,22.51,22.4,0.1,,,,,,,,,,
6283,12/20/2022- 4:59:16 AM,,,,,,4.14,133.06,22.51,22.4,0.1,,,,,,,,,,
6284,12/20/2022- 5:09:38 AM,,,,,,4.14,,22.66,,0.1,,,,,,,,,,
6285,12/20/2022- 5:21:17 AM,,,,,,4.14,140.38,22.53,22.4,0.1,,,,,,,,,,
6286,12/20/2022- 5:32:41 AM,,,,,,4.14,131.84,22.44,22.37,0.05,,,,,,,,,,
6287,12/20/2022- 5:44:06 AM,,,,,,4.14,136.72,22.39,22.4,0.06,,,,,,,,,,
6288,12/20/2022- 5:54:42 AM,,,,,,4.14,130.62,22.39,22.4,0.09,,,,,,4.07,195.31,25.51,20.85,0.08
6289,12/20/2022- 6:06:07 AM,,,,,,4.14,139.16,22.44,22.37,0.76,,,,,,4.06,195.31,25.32,20.76,0.55
6290,12/20/2022- 6:17:32 AM,,,,,,4.14,133.06,22.53,22.52,2.95,,,,,,4.06,195.31,25.37,21.05,2.43
6291,12/20/2022- 6:29:10 AM,,,,,,4.14,130.62,22.34,22.26,3.96,,,,,,,,,,
6292,12/20/2022- 6:40:35 AM,,,,,,4.14,,22.44,,4.02,,,,,,,192.87,,20.79,
6293,12/20/2022- 7:14:00 AM,,,,,,4.14,133.06,22.29,22.4,4.09,,,,,,4.07,200.2,25.44,20.85,4.03
6294,12/20/2022- 7:24:37 AM,,,,,,4.15,,22.29,,4.16,,,,,,,,,,
6295,12/20/2022- 7:36:02 AM,,,,,,4.17,123.29,22.34,21.85,4.2,,,,,,,,,,
6296,12/20/2022- 7:47:26 AM,,,,,,4.17,135.5,22.29,22.05,4.25,,,,,,,,,,
6297,12/20/2022- 7:59:04 AM,,,,,,4.18,131.84,22.07,22.02,4.28,,,,,,,,,,
6298,12/20/2022- 8:10:28 AM,,,,,,4.22,124.51,22.49,21.82,4.37,,,,,,,,,,
6299,12/20/2022- 8:32:29 AM,,,,,,4.23,134.28,22.07,21.82,4.36,,,,,,,,,,
6300,12/20/2022- 8:43:54 AM,,,,,,4.24,133.06,22.27,21.76,4.45,,,,,,,,,,
6301,12/20/2022- 9:06:58 AM,,,,,,4.25,133.06,22.27,21.85,4.38,,,,,,,,,,
6302,12/20/2022- 9:18:23 AM,,,,,,4.25,129.39,22.02,21.64,4.67,,,,,,,,,,
6303,12/20/2022- 9:40:21 AM,,,,,,4.26,131.84,21.9,21.7,4.5,,,,,,,,,,
6304,12/20/2022- 9:51:48 AM,,,,,,4.26,129.39,22.12,21.58,4.79,,,,,,,,,,
6305,12/20/2022- 10:03:27 AM,,,,,,4.23,129.39,22.17,21.67,5,,,,,,,,,,
6306,12/20/2022- 10:14:51 AM,,,,,,4.26,133.06,22.02,21.55,4.84,,,,,,,,,,
6307,12/20/2022- 10:26:35 AM,,,,,,4.24,128.17,22,21.64,5,,,,,,,,,,
6308,12/20/2022- 10:38:00 AM,,,,,,4.24,128.17,21.92,21.61,5,,,,,,,,,,
6309,12/20/2022- 10:48:22 AM,,,,,,4.26,131.84,21.92,21.85,4.98,,,,,,,,,,
6310,12/20/2022- 11:00:01 AM,,,,,,4.24,130.62,21.87,21.49,5,,,,,,,,,,
6311,12/20/2022- 11:11:25 AM,,,,,,4.24,125.73,21.87,21.44,5,,,,,,,,,,
6312,12/20/2022- 11:34:27 AM,,,,,,4.24,133.06,21.92,21.44,5,,,,,,,,,,
6313,12/20/2022- 11:45:52 AM,,,,,,4.24,126.95,21.9,21.44,5,,,,,,,,,,
6314,12/20/2022- 11:56:31 AM,,,,,,4.24,130.62,21.9,21.52,5,,,,,,,,,,
6315,12/20/2022- 12:07:55 PM,,,,,,4.24,130.62,21.85,21.58,5,,,,,,,,,,
6316,12/20/2022- 12:19:20 PM,,,,,,4.24,125.73,21.83,21.55,5,,,,,,,,,,
6317,12/20/2022- 12:30:59 PM,,,,,,4.24,130.62,21.75,21.46,5,,,,,,,,,,
6318,12/20/2022- 12:42:24 PM,,,,,,4.25,118.41,21.92,21.67,4.51,,,,,,,,,,
6319,12/20/2022- 12:53:48 PM,,,,,,4.24,126.95,21.78,21.58,5,,,,,,,,,,
6320,12/20/2022- 1:05:26 PM,,,,,,4.24,128.17,21.66,21.46,5,,,,,,,,,,
6321,12/20/2022- 1:16:50 PM,,,,,,4.24,123.29,21.56,21.55,5,,,,,,,,,,
6322,12/20/2022- 1:27:27 PM,,,,,,4.25,128.17,21.73,21.7,4.43,,,,,,,,,,
6323,12/20/2022- 1:38:51 PM,,,,,,4.27,124.51,21.85,21.79,4.41,,,,,,,,,,
6324,12/20/2022- 1:50:16 PM,,,,,,4.25,122.07,21.7,21.64,5,,,,,,,,,,
6325,12/20/2022- 2:01:53 PM,,,,,,4.27,126.95,21.83,21.58,4.43,,,,,,,,,,
6326,12/20/2022- 2:13:18 PM,,,,,,4.27,126.95,21.75,21.76,4.42,,,,,,,,,,
6327,12/20/2022- 2:24:42 PM,,,,,,4.27,129.39,21.87,21.76,4.39,,,,,,,,,,
6328,12/20/2022- 2:36:22 PM,,,,,,4.27,128.17,21.66,22.02,4.36,,,,,,,,,,
6329,12/20/2022- 2:47:46 PM,,,,,,4.27,124.51,21.63,21.96,4.33,,,,,,,,,,
6330,12/20/2022- 2:58:21 PM,,,,,,4.26,128.17,21.61,21.85,4.3,,,,,,,,,,
6331,12/20/2022- 3:09:46 PM,,,,,,4.26,126.95,21.97,22.08,4.28,,,,,,,,,,
6332,12/20/2022- 3:21:11 PM,,,,,,4.26,125.73,21.48,21.99,4.26,,,,,,,,,,
6333,12/20/2022- 3:32:50 PM,,,,,,4.27,128.17,21.8,22.2,4.24,,,,,,,,,,
6334,12/20/2022- 3:44:15 PM,,,,,,4.27,124.51,21.61,22.34,4.21,,,,,,,,,,
6335,12/20/2022- 3:55:40 PM,,,,,,4.27,,21.75,,4.2,,,,,,,,,,
6336,12/20/2022- 4:29:18 PM,,,,,,4.26,126.95,21.83,22.23,4.14,,,,,,,,,,
6337,12/20/2022- 4:40:42 PM,,,,,,4.25,128.17,21.87,22.46,3.89,,,,,,,,,,
6338,12/20/2022- 4:52:06 PM,,,,,,4.24,130.62,21.75,22.34,2.71,,,,,,,,,,
6339,12/20/2022- 5:02:44 PM,,,,,,4.24,131.84,21.61,22.29,0.55,,,,,,,,,,
6340,12/20/2022- 5:14:09 PM,,,,,,4.23,131.84,21.87,22.52,0.12,,,,,,,,,,
6341,12/20/2022- 5:25:33 PM,,,,,,4.23,123.29,21.66,22.43,0.08,,,,,,,,,,
6342,12/20/2022- 5:37:12 PM,,,,,,4.22,126.95,21.92,22.55,0.07,,,,,,,,,,
6343,12/20/2022- 5:48:37 PM,,,,,,4.22,125.73,21.78,22.4,0.07,,,,,,,,,,
6344,12/20/2022- 6:10:40 PM,,,,,,4.21,124.51,21.78,22.58,0.08,,,,,,4.15,196.53,25.56,21.85,0.04
6345,12/20/2022- 6:22:05 PM,,,,,,4.21,124.51,21.73,22.61,0.08,,,,,,4.14,198.97,25.22,21.9,0.04
6346,12/20/2022- 6:33:44 PM,,,,,,4.21,122.07,21.75,22.49,0.08,,,,,,4.14,195.31,25.37,21.7,0.04
6347,12/20/2022- 6:44:06 PM,,,,,,4.21,124.51,21.61,22.67,0.08,,,,,,,,,,
6348,12/20/2022- 6:55:31 PM,,,,,,4.2,130.62,21.87,22.64,0.08,,,,,,,,,,
6349,12/20/2022- 7:07:09 PM,,,,,,4.2,125.73,21.63,22.61,0.08,,,,,,,,,,
6350,12/20/2022- 7:18:34 PM,,,,,,4.2,122.07,21.53,22.61,0.08,,,,,,,,,,
6351,12/20/2022- 7:29:10 PM,,,,,,4.19,126.95,21.7,22.64,0.08,,,,,,,,,,
6352,12/20/2022- 7:40:45 PM,,,,,,4.19,128.17,21.83,22.67,0.08,,,,,,,,,,
6353,12/20/2022- 7:52:10 PM,,,,,,4.19,125.73,21.73,22.78,0.08,,,,,,,,,,
6354,12/20/2022- 8:03:49 PM,,,,,,4.19,126.95,21.75,22.61,0.08,,,,,,,,,,
6355,12/20/2022- 8:14:11 PM,,,,,,4.19,125.73,21.66,22.64,0.08,,,,,,,,,,
6356,12/20/2022- 8:25:40 PM,,,,,,4.19,117.19,21.75,22.64,0.09,,,,,,,,,,
6357,12/20/2022- 8:37:20 PM,,,,,,4.19,,21.58,,0.08,,,,,,,,,,
6358,12/20/2022- 9:10:43 PM,,,,,,4.18,125.73,21.7,22.52,0.09,,,,,,,,,,
6359,12/20/2022- 9:22:07 PM,,,,,,4.18,129.39,21.75,22.81,0.09,,,,,,,,,,
6360,12/20/2022- 9:33:45 PM,,,,,,4.18,124.51,21.73,22.52,0.09,,,,,,,,,,
6361,12/20/2022- 9:45:09 PM,,,,,,4.18,133.06,21.75,22.75,0.09,,,,,,,,,,
6362,12/20/2022- 9:55:31 PM,,,,,,4.18,131.84,21.68,22.55,0.09,,,,,,,,,,
6363,12/20/2022- 10:07:09 PM,,,,,,4.17,128.17,21.73,22.58,0.09,,,,,,,,,,
6364,12/20/2022- 10:18:33 PM,,,,,,4.17,123.29,21.39,22.67,0.09,,,,,,,,,,
6365,12/20/2022- 10:29:58 PM,,,,,,4.17,123.29,21.58,22.72,0.09,,,,,,,,,,
6366,12/20/2022- 10:40:35 PM,,,,,,4.17,117.19,21.53,22.58,0.09,,,,,,,,,,
6367,12/20/2022- 10:51:59 PM,,,,,,4.17,125.73,21.46,22.58,0.09,,,,,,,,,,
6368,12/20/2022- 11:03:37 PM,,,,,,4.17,123.29,21.56,22.55,0.09,,,,,,,,,,
6369,12/20/2022- 11:15:02 PM,,,,,,4.17,119.63,21.7,22.55,0.09,,,,,,,,,,
6370,12/20/2022- 11:26:26 PM,,,,,,4.16,126.95,21.75,22.52,0.09,,,,,,,,,,
6371,12/20/2022- 11:37:02 PM,,,,,,4.16,119.63,21.44,22.61,0.09,,,,,,,,,,
6372,12/20/2022- 11:48:26 PM,,,,,,4.16,111.08,21.75,22.43,0.09,,,,,,,,,,
6373,12/20/2022- 11:59:51 PM,,,,,,4.16,115.97,21.83,22.58,0.09,,,,,,,,,,
6374,12/21/2022- 12:11:29 AM,,,,,,4.16,124.51,21.92,22.43,0.09,,,,,,,,,,
6375,12/21/2022- 12:21:51 AM,,,,,,4.16,,21.83,,0.09,,,,,,,,,,
6376,12/21/2022- 12:33:29 AM,,,,,,4.16,122.07,21.56,22.46,0.09,,,,,,,,,,
6377,12/21/2022- 12:44:53 AM,,,,,,4.16,122.07,21.58,22.43,0.1,,,,,,,,,,
6378,12/21/2022- 12:56:18 AM,,,,,,4.16,125.73,21.51,22.37,0.09,,,,,,,,,,
6379,12/21/2022- 1:06:53 AM,,,,,,4.16,126.95,21.87,22.23,0.09,,,,,,,,,,
6380,12/21/2022- 1:41:21 AM,,,,,,4.15,120.85,21.46,22.34,0.1,,,,,,,,,,
6381,12/21/2022- 1:52:46 AM,,,,,,4.15,120.85,21.68,22.26,0.1,,,,,,,,,,
6382,12/21/2022- 2:03:21 AM,,,,,,4.15,126.95,21.63,22.43,0.09,,,,,,,,,,
6383,12/21/2022- 2:14:46 AM,,,,,,4.15,118.41,21.63,22.29,0.09,,,,,,,,,,
